title,published,source,summary,link,country
Ex-White House official highlights need for intelligence sharing to prevent cyberattacks,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"A former White House cybersecurity official on Tuesday stressed the need for enhanced intelligence sharing and corporate coordination in Korea in response to a recent hacking incident involving SK Telecom, the country's largest mobile carrier. Anne Neuberger, former U.S. deputy national security adviser for cyber and emerging technologies, also suggested that Chinese actors may have been involved in the incident, noting a history of past Chinese penetrations targeting telecom companies around the world. ""What I will say is that China has had a program of compromising telecoms around the world — in the United States, in countries in Europe and in Australia,"" the former Biden administration official said at a cybersecurity seminar hosted by the Federation of Korean Industries (FKI) in Seoul. SK Telecom, with 25 million subscribers out of a population of 50 million, detected the cyberattack on April 18 and discovered signs of a large-scale leak of customers' USIM data. The incident is considered the worst hacking case in the nation's telecommunications history. Neuberger said such intrusi",https://www.koreatimes.co.kr/southkorea/society/20250527/ex-white-house-official-highlights-need-for-intelligence-sharing-to-prevent-cyberattacks?utm_source=rss,South Korea
BLACKPINK expands 'Deadline' world tour with 13 new shows,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"K-pop girl group BLACKPINK has added 13 more performances to its upcoming world tour, ""Deadline,"" the group's agency YG Entertainment said Tuesday. The four-member act will begin the tour in Goyang, just northwest of Seoul, on July 5-6. The 13 newly added performances will take place in six cities, including Taiwan's Kaohsiung on Oct. 18-19, Bangkok on Oct. 24-26 and Jakarta on Nov. 1-2. This expansion brings the total number of touring cities to 16, where the group will perform 31 shows. The ""Deadline"" tour will mark BLACKPINK's first group tour in a year and 10 months, following its ""Born Pink"" tour, which concluded in September 2023. YG said Monday the group was preparing to release a new song this year, though no specific details were provided.",https://www.koreatimes.co.kr/entertainment/k-pop/20250527/blackpink-expands-deadline-world-tour-with-13-new-shows?utm_source=rss,South Korea
BOK head underscores private sector cooperation in central bank-led digital currency project,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Bank of Korea Gov. Rhee Chang-yong is holding individual and group meetings with the heads of Korea’s six major commercial and state-run lenders. According to market watchers Tuesday, the move is unprecedented for the central bank and signals a push for greater participation in its key digital currency initiatives. Central to the meetings were Project Agora and Project Hangang. The former is a global central bank digital currency (CBDC) project spearheaded by the Bank for International Settlements (BIS). Participants include the central banks of the U.S., U.K., Japan, France, Switzerland and Mexico and the Institute of International Finance (IIF). It explores how cross-border settlements and payments can be faster, cheaper and more stable with the help of tokenized wholesale central bank funds and commercial bank deposits. The latter is a localized pilot version of the project whereby real-time CBDC-mediated transactions are being tested by 10,000 users. Unlike the global cross-border project, the participants are limited to Korean consumers. According to the central bank and the financ",https://www.koreatimes.co.kr/business/banking-finance/20250527/bok-head-rhee-chang-yong-underscores-private-sector-cooperation-in-central-bank-led-digital-currency-project?utm_source=rss,South Korea
Consumer sentiment improves by most in over 4 years amid eased uncertainty,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Korea's consumer sentiment rose by the largest margin in more than four years in May, led by eased political uncertainty and optimism over a potential tariff deal with the United States, the central bank said Tuesday. The composite consumer sentiment index stood at 101.8 this month, up 8 points from April, according to the survey conducted by the Bank of Korea (BOK). It was the highest level since October, when the index stood at 101.8. Sentiment had since deteriorated, plunging to a low of 88.2 in December following former President Yoon Suk Yeol's imposition of martial law. It also marked the sharpest gain since October 2020, when the figure jumped by 12.3 points from a month earlier. Yoon was impeached late December, and formally removed from office last month, setting the stage for the presidential election scheduled to take place next Tuesday. A reading above 100 means optimists outnumber pessimists, while a reading below the benchmark means the opposite. The improvement in consumer sentiment was also attributable to negotiations with the U.S. over the Donald Trump administration's sw",https://www.koreatimes.co.kr/economy/20250527/consumer-sentiment-in-korea-improves-by-most-in-over-4-years-amid-eased-uncertainty?utm_source=rss,South Korea
"WEDNESDAY, May 28, 2025","Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"1431-Joan of Arc is accused of relapsing into heresy by donning male clothing again, providing justification for her execution 1588-King Philip II dispatches the Spanish Armada under the Duke of Medina-Sidonia from Lisbon, Portugal to invade England 1830-U.S. President Andrew Jackson signs the Indian Removal Act, a key law leading to the forced removal of the Cherokee, Chickasaw, Choctaw, Creek, and Seminole tribes out of Georgia and surrounding states, setting the stage for the Cherokee Trail of Tears 1936-Alan Turing submits ""On Computable Numbers"" for publication, in which he set out the theoretical basis for modern computers. 1972-White House ""plumbers"" first break in at the Democratic National Headquarters and install listening devices at Watergate Complex in Washington, D.C. 1998-Nuclear testing: Pakistan responds to a series of Indian nuclear tests with five of its own, prompting the United States, Japan, and other nations to impose economic sanctions. 1999-In Milan, Italy, after 22 years of restoration work, Leonardo da Vinci's masterpiece ""The Last Supper"" is put back on display 20",https://www.koreatimes.co.kr/opinion/todayinhistory/20250527/wednesday-may-28-2025?utm_source=rss,South Korea
On the trail: inside presidential campaign rallies in Korea,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"SUWON, Gyeonggi Province, and SEOUL — On Monday afternoon, a traditional market in Suwon, Gyeonggi Province, drew an unusual crowd: SWAT officers, lawmakers, a former four-star general and even a security agent in a Snoopy T-shirt, eyes sharp and radio pressed to one ear, scanning the area. An hour later, the man everyone had been waiting for appeared behind bulletproof glass: Lee Jae-myung, the presidential candidate of the liberal Democratic Party of Korea (DPK) and the current front-runner in the June 3 presidential election. “Shall we come together next Tuesday to build a better Korea — a country where the people are truly respected as the rightful holders of power?” Lee said. “Let’s overcome confusion and crisis and move forward hand in hand toward a new nation.” With the snap presidential election just a week away, candidates are in the frantic final phase of their campaigns, crisscrossing the nation to consolidate support. The aspirants are intensifying their efforts, often visiting three or four cities daily in a push to make their ultimate appeals to voters. Lee’",https://www.koreatimes.co.kr/southkorea/politics/20250527/inside-campaign-push-on-trail-of-south-koreas-presidential-candidates?utm_source=rss,South Korea
DPK candidate Lee's lawyer denies all charges in trial over misusing public funds,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Democratic Party of Korea (DPK) presidential candidate Lee Jae-myung's lawyer on Tuesday denied all charges related to allegations that Lee misused public funds for personal purposes during his term as the governor of Gyeonggi province. The attorney's denial came during the third preparatory hearing of Lee's trial at the Suwon District Court, which the candidate did not attend. Lee is accused of using 106.5 million won ($77,800) from his corporate card and provincial government funds to pay for food and other goods while serving as governor from 2018 to 2021. ""The defendant has not colluded in the crime, nor did he give orders (to do so),"" Lee's lawyer said, claiming the indictment was ""illegal"" as the police had previously decided to not transfer the case to the prosecution. Prosecutors have also indicted Lee's former chief of staff and a former public servant on the same charges. The court, which had initially planned to wrap up preparatory hearings Tuesday, said it will hold an additional hearing July 1 following a request from Lee's lawyer. Lee has denounced the indictment, saying the",https://www.koreatimes.co.kr/southkorea/law-crime/20250527/dpk-candidate-lee-jae-myungs-lawyer-denies-all-charges-in-trial-over-misusing-public-funds?utm_source=rss,South Korea
"Jeju peace forum to kick off this week with focus on regional, global security challenges","Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"An annual international peace forum was set to kick off on Korea's southern island of Jeju this week, focusing on peace and security challenges in regions and beyond, according to its organizer on Tuesday. The 20th Jeju Forum for Peace and Prosperity is scheduled to take place at the Jeju International Convention Center for a three-day run from Wednesday, bringing together some 4,000 participants from 60 countries, including prominent former and incumbent government officials and foreign policy experts. Under this year's theme of ""Innovation for Peace and Prosperity,"" the forum will provide an opportunity for in-depth discussions on complex and multidimensional challenges, from the intensifying strategic competition between the U.S and China and Russia's ongoing war against Ukraine to promoting peace on the Korean Peninsula, among other issues. Also among the key topics are efforts to tackle climate change and the escalating race for technological supremacy. The forum will begin with a world leaders' session, where former U.N. Secretary-General Ban Ki-moon will deliver a main speech. Joi",https://www.koreatimes.co.kr/foreignaffairs/20250527/jeju-peace-forum-to-kick-off-this-week-with-focus-on-regional-global-security-challenges?utm_source=rss,South Korea
Doenjang croquette creator wins MFG food contest,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"A student who created a doenjang, or soybean paste, garlic croquette has won the highest honor in a new recipe contest hosted by MFG Korea, according to the major restaurant chain company Monday. Kim Hak-joon, from the Department of Korean Cuisine at Jeonju University in North Jeolla Province, received the grand prize for his winning recipe. MFG Korea operates Mad for Garlic, a Korean-style Italian restaurant brand with 41 locations nationwide. In the contest among university students from across the nation, Kim used garlic pickled in doenjang as the key ingredient in his innovative croquette. “My grandfather is from Uiseong County in North Gyeongsang Province, which is known as one of the country’s major garlic-producing regions. Mad for Garlic also uses garlic as a signature ingredient in its dishes,” Kim said during an award ceremony held Friday at the brand’s Times Square branch in Seoul’s Yeongdeungpo District. “So I wanted to create a croquette that combines the flavors of garlic and Korea’s representative traditional sauce, doenjang. I’m glad it turned out well,”",https://www.koreatimes.co.kr/business/companies/20250527/doenjang-croquette-creator-wins-mfg-food-contest?utm_source=rss,South Korea
Seoul's city bus union set to begin general strike Wednesday,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Unionized intracity bus workers in Seoul are set to go on a general strike on Wednesday, as previously warned, as their wage increase negotiations with the management have shown little signs of a compromise. The intracity bus union and management have held rounds of negotiation over a wage hike but failed to narrow their differences, heightening the possibility of a walkout for the second consecutive year. Without a last-minute agreement during their final talks expected on Tuesday, the strike will affect 61 of the capital's 64 intracity bus companies that run about 7,000 buses on 389 routes, causing severe inconvenience to citizens as well as commuters. Unionized bus workers have demanded an 8.2 percent hike in their base pay. But the management has insisted that the labor's proposal will have the effect of raising wages by 25 percent, if regular bonuses are included in the ordinary wage in accordance with the Supreme Court's recent ruling. The union has threatened to stage the general strike from the first buses on Wednesday if no agreement is reached by the previous day. Last year, th",https://www.koreatimes.co.kr/southkorea/society/20250527/seouls-city-bus-union-set-to-begin-general-strike-wednesday?utm_source=rss,South Korea
Business sentiment improves for June but remains in negative territory: poll,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"South Korea's business sentiment improved for June, buoyed by a partial easing of U.S.-China trade tensions, but remained in negative territory for the 39th consecutive month, an industry poll showed Tuesday. The business survey index (BSI) of the country's top 600 companies by sales stood at 94.7 for June, up 9.7 points from that of May, according to the monthly poll by the Federation of Korean Industries (FKI). A reading below 100 means pessimists outnumber optimists, while a figure above the benchmark means the opposite. Despite the monthly gain, the index has remained below 100 for 39 consecutive months since April 2022. The BSI for the manufacturing sector came to 96 for June, surging 16.8 points compared with the previous month, while the index for nonmanufacturing was recorded at 93.5. The rebound for the manufacturing BSI was primarily driven by the electronics and telecommunications equipment sector amid the partial easing of global trade uncertainty following a recent tariff agreement between the United States and China. In the non-manufacturing sector, only wholesale and retail",https://www.koreatimes.co.kr/economy/20250527/business-sentiment-improves-for-june-but-remains-in-negative-territory-poll?utm_source=rss,South Korea
